fold,prediction,reference
5,تعتمد الجرعة على شدة العدوى ونوعها، وما إذا كنت تتناول مضادات حيوية أخرى، وزنك وعمرك، وظائف الكلى والكبد.,ستعتمد الجرعة على شدة العدوى ونوعها، وتعتمد على ما إذا كنت تتناول مضادات حيوية أخرى، وعلى وزنك وعمرك، وعلى وظائف الكلى والكبد لديك.
5,الألم أو التورم أو الشعور بعدم الراحة,ألم أو تورم أو عدم ارتياح
5,يشير تاريخ انتهاء الصلاحية إلى اليوم الأخير من ذلك الشهر.,يشير تاريخ انتهاء الصلاحية إلى اليوم الأخير من ذلك الشهر.
5,الرعاية في حالات الحرق,العناية بالحروق
5,يحفظ بعيدا عن متناول و مرآى الأطفال.,يحفظ الدواء بعيداً عن متناول الأطفال.
5,مناع الاستعمال:,موانع الاستعمال:
5,انخفاض مستوى بروتين الدم لديك، على سبيل المثال في متلازمة الكلية (التي تتميز بفقدان البروتين واضطرابات في استقلاب الدهون وتراكم الماء)؛ يجب تعديل الجرعة بعناية،,إذا كان معدّل البروتين في دمك منخفضاً مثلاً في المتلازمة الكلائيّة (التي تتميّز بنقص البروتين، وباضطرابات في أيض الشحوم وبتراكم الماء)؛ يجب ضبط الجرعات بدقّة،
5,إذا كان ذلك متاحًا، استخدم حمامًا منفصلًا عن أفراد الأسرة.,استخدمي حمامًا منفصلًا عن أفراد الأسرة، إن أمكن.
5,سيتم إعطاء الجرعة الأولى خلال 5 أيام بعد عملية الزرع.,تعطى الجرعة الأولى خلال 5 أيام بعد عملية الزراعة.
5,اتصلي بطبيبك على الفور إذا لم تكن تعرفي مالك الحيوان الذي قام بعضك أو طفلك.,يجب الاتصال بالطبيب على الفور إذا لم يكن مالك الحيوان الذي عضّ طفلك معروفًا.
5,زيادة كرياتين كينيز في الدم,زيادة في كيناز الكرياتين في الدم
5,قد يلزم القيام بذلك مرة أخرى لأن الجسم يمص المادة ببطء.,قد يكون من الضروري القيام بذلك مرة أخرى لأن الجسم يمتص المادة ببطء.
5,اضطراب وظائف الكبد,اضراب في وظائف الكبد
5,تعليمات الحقن:,تعليمات للحقن
5,(راجع القسم 3 إذا كنت ستخضع لعملية جراحية لمزيد من المعلومات).,"(انظر القسم 3 ""في حالة الخضوع لعملية جراحية"" للحصول على المزيد من المعلومات)."
5,بالنسبة للأطفال الذين يزنون ما بين 20 و 50 كجم، الجرعة الأوليّة المعتادة هي 2.5 ملجم مرة واحدة يوميّاً.,وبالنسبة للأطفال الذين تتراوح أوزانهم ما بين 20 كغم 50 كغم، والجرعة الابتدائية المعتادة هي 2.5 ملغم مرة واحدة يومي.
5,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,أجرى ويتبي وآخرون استعراضًا ذا صلة.
5,تفاعل دوائي مصحوب بطفح جلدي على الجسم بالكامل وزيادة في مستويات اليوزينيات (نوع معين من خلايا الدم البيضاء) في الدم (تسمى متلازمة DRESS)، التهاب الجلد,تفاعل دوائي مع طفح جلدي على كامل الجسم وزيادة الحمضات (نوع معين من خلايا الدَّم البيضاء) في الدَّم (ما يسمى بمتلازمة الطفح الجلدي الدَّوائي المصحوب بكثرة خلايا اليُوزينِيَّات والأعراض الجهازية)، التهاب الجلد.
5,للاستخدام عن طريق الفم فقط.,للإستعمال عن طريق الفم فقط.
5,ألم وتيبس المفاصل؛ ألم في العضلات.,ألم وخشونة المفاصل، وألم العضلات.
5,اغسل الجوارب بالماء والصابون ثم علقهما للاجفاف.,اغسل الجوارب بالماء والصابون وقم بتعليقها حتى تجف.
5,اضبط مقاعد أمان في المقعد الخلفي.,ثبتي مقاعد السلامة فوق المقعد الخلفي للسيارة.
5,لتقليل خطر الإصابة بالعدوى، ستحتاج إلى جعل جلدك خاليًا من الجراثيم قدر الإمكان.,وللتقليل من مخاطر العدوى، سيتعين عليك تطهير جلدك من الجراثيم بأكبر قدر ممكن.
5,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,"اعتبارًا من 5 أبريل، بلغت الحالات المؤكدة 128,948، وبلغت حالات الوفاة 15,887، وتعافت 21,815 حالة في إيطاليا، وكانت معظم هذه الحالات في منطقة لومبارديا."
5,محتويات يونيفيد مقشّع,أ. ما هي محتويات يونيفيد مقشّع شراب
5,انزل ذراعك إلى وضعية البداية.,اخفض الذراع إلى وضع البدء.
5,كيف هو الشعور؟ هل يحترق، أو يثير، أو يسبب ألمًا؟ هل يكون غليظًا أو حادًا؟ هل يكون ثابتًا أو يمر؟,ما هي طبيعة الألم؟ هل هو شعور بالحرقة أم الوخز أم الوجع؟ هل هو ألم بسيط أم شديد؟ هل الشعور بالألم دائم أم متقطع؟
5,nan,يمكن أن تُؤثر أيضا على الفم والعينين وغيرها من أسطح الجسم الرطبة.
5,تتضمن هذه الأعراض الحكة والشرى.,تشمل هذه الاعراض الحكة و طفح الجلد .
5,مشاكل شديدة في الدم.,مشكلات شديدة في الدم.
5,تأكد من إبقاء الكيس أسفل الخصر.,تأكد من الحفاظ على الكيس دون مستوى الخصر.
5,إذا كنت تعاني أو عانيت في السابق من مزيج من أي من الأعراض التالية:,في حال كنت تعاني أو عانيت سابقًا من مجموعة من أي من الأعراض التَّالية:
5,أوكترويتيد (يستخدم لعلاج السرطان),أوكتريوتايد يستخدم لعلاج السرطان
5,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,في الآونة الأخيرة، ثبت أن التركيبات التي تستخدم كلوريد البنزالكونيوم لها تأثير تراكمي ومستمر كمضاد للميكروبات بعد استخدامها، على عكس الكحول الذي ثبت انخفاض فعاليته بعد الاستخدام المتكرر، ربما بسبب تفاعلات الجلد العكسية التدريجية.
